store_id,product_id,current_stock
1,447,217
1,448,204
1,449,181
1,450,251
1,451,166
1,452,221
1,453,146
1,454,151
1,455,292
1,456,7
1,457,282
1,458,145
1,459,117
1,460,195
1,461,161
1,462,28
1,463,66
1,464,170
1,465,57
1,466,96
1,467,72
1,468,118
1,469,200
1,470,156
1,471,127
1,472,215
1,473,3
1,474,269
1,475,117
1,476,110
1,477,127
1,478,147
1,479,39
1,480,55
1,481,251
1,482,259
1,483,27
1,484,52
1,485,142
1,486,82
1,487,14
1,488,230
1,489,292
1,490,119
1,491,151
1,492,51
1,493,210
1,494,188
1,495,219
1,496,286
1,497,137
1,498,170
2,1,157
2,2,240
2,3,177
2,4,112
2,5,152
2,6,116
2,7,131
2,8,293
2,9,208
2,10,167
2,11,204
2,12,298
2,13,295
2,14,137
2,15,230
2,16,198
2,17,102
2,18,32
2,19,210
2,20,180
2,21,100
2,22,118
2,23,52
2,24,254
2,25,26
2,26,90
2,27,279
2,28,195
2,29,243
2,30,237
2,31,158
2,32,91
2,33,169
2,34,97
2,35,150
2,36,67
2,37,190
2,38,119
2,39,235
2,40,283
2,41,162
2,42,239
2,43,214
2,44,256
2,45,287
2,46,17
2,47,95
2,48,297
2,49,108
2,50,277
2,51,245
2,52,175
2,53,71
2,54,2
2,55,55
2,56,2
2,57,186
2,58,155
2,59,227
2,60,203
2,61,141
2,62,115
2,63,59
2,64,264
2,65,9
2,66,86
2,67,200
2,68,1
2,69,210
2,70,67
2,71,166
2,72,98
2,73,139
2,74,159
2,75,25
2,76,224
2,77,114
2,78,57
2,79,284
2,80,72
2,81,161
2,82,131
2,83,48
2,84,280
2,85,44
2,86,245
2,87,298
2,88,257
2,89,118
2,90,142
2,91,220
2,92,0
2,93,129
2,94,251
2,95,218
2,96,240
2,97,68
2,98,172
2,99,229
2,100,87
2,101,40
2,102,134
2,103,89
2,104,262
2,105,118
2,106,36
2,107,192
2,108,222
2,109,258
2,110,53
2,111,277
2,112,184
2,113,214
2,114,240
2,115,238
2,116,96
2,117,106
2,118,78
2,119,42
2,120,264
2,121,54
2,122,106
2,123,117
2,124,101
2,125,295
2,126,253
2,127,278
2,128,204
2,129,160
2,130,209
2,131,91
2,132,275
2,133,164
2,134,122
2,135,43
2,136,0
2,137,41
2,138,172
2,139,54
2,140,7
2,141,300
2,142,149
2,143,175
2,144,49
2,145,163
2,146,280
2,147,125
2,148,136
2,149,48
2,150,201
2,151,43
2,152,185
2,153,284
2,154,271
2,155,92
2,156,189
2,157,235
2,158,219
2,159,149
2,160,226
2,161,5
2,162,129
2,163,221
2,164,75
2,165,163
2,166,85
2,167,3
2,168,180
2,169,141
2,170,288
2,171,178
2,172,290
2,173,266
2,174,289
2,175,242
2,176,280
2,177,133
2,178,228
2,179,270
2,180,248
2,181,145
2,182,228
2,183,8
2,184,270
2,185,280
2,186,92
2,187,41
2,188,297
2,189,9
2,190,140
2,191,267
2,192,240
2,193,295
2,194,283
2,195,281
2,196,179
2,197,94
2,198,72
2,199,21
2,200,18
2,201,166
2,202,113
2,203,260
2,204,200
2,205,96
2,206,188
2,207,118
2,208,287
2,209,208
2,210,256
2,211,23
2,212,217
2,213,278
2,214,193
2,215,59
2,216,61
2,217,173
2,218,184
2,219,12
2,220,297
2,221,58
2,222,154
2,223,30
2,224,244
2,225,193
2,226,75
2,227,19
2,228,4
2,229,95
2,230,178
2,231,150
2,232,53
2,233,214
2,234,98
2,235,170
2,236,53
2,237,279
2,238,281
2,239,9
2,240,2
2,241,175
2,242,218
2,243,145
2,244,183
2,245,81
2,246,210
2,247,238
2,248,137
2,249,77
2,250,160
2,251,284
2,252,128
2,253,139
2,254,255
2,255,87
2,256,260
2,257,6
2,258,31
2,259,167
2,260,245
2,261,73
2,262,25
2,263,186
2,264,42
2,265,66
2,266,60
2,267,155
2,268,138
2,269,127
2,270,49
2,271,164
2,272,146
2,273,267
2,274,237
2,275,239
2,276,172
2,277,134
2,278,55
2,279,74
2,280,139
2,281,220
2,282,88
2,283,223
2,284,38
2,285,179
2,286,27
2,287,279
2,288,20
2,289,83
2,290,18
2,291,94
2,292,55
2,293,168
2,294,239
2,295,248
2,296,58
2,297,164
2,298,160
2,299,173
2,300,240
2,301,46
2,302,126
2,303,190
2,304,234
2,305,275
2,306,145
2,307,261
2,308,151
2,309,13
2,310,286
2,311,20
2,312,246
2,313,30
2,314,168
2,315,174
2,316,8
2,317,6
2,318,198
2,319,20
2,320,116
2,321,213
2,322,137
2,323,106
2,324,117
2,325,157
2,326,230
2,327,33
2,328,85
2,329,54
2,330,195
2,331,100
2,332,131
2,333,290
2,334,133
2,335,189
2,336,199
2,337,159
2,338,198
2,339,214
2,340,223
2,341,278
2,342,100
2,343,49
2,344,74
2,345,105
2,346,131
2,347,78
2,348,69
2,349,296
2,350,150
2,351,280
2,352,61
2,353,155
2,354,171
2,355,18
2,356,150
2,357,183
2,358,48
2,359,35
2,360,186
2,361,104
2,362,51
2,363,207
2,364,267
2,365,88
2,366,179
2,367,145
2,368,65
2,369,43
2,370,57
2,371,168
2,372,8
2,373,173
2,374,76
2,375,271
2,376,270
2,377,125
2,378,226
2,379,102
2,380,172
2,381,280
2,382,219
2,383,46
2,384,41
2,385,136
2,386,146
2,387,202
2,388,263
2,389,124
2,390,189
2,391,39
2,392,278
2,393,161
2,394,160
2,395,69
2,396,292
2,397,184
2,398,182
2,399,44
2,400,118
2,401,146
2,402,263
2,403,124
2,404,174
2,405,35
2,406,285
2,407,104
2,408,258
2,409,273
2,410,113
2,411,23
2,412,81
2,413,279
2,414,265
2,415,108
2,416,38
2,417,45
2,418,22
2,419,274
2,420,284
2,421,258
2,422,1
2,423,46
2,424,113
2,425,227
2,426,168
2,427,284
2,428,293
2,429,138
2,430,165
2,431,76
2,432,199
2,433,138
2,434,111
2,435,231
2,436,163
2,437,19
2,438,82
2,439,131
2,440,121
2,441,37
2,442,214
2,443,65
2,444,300
2,445,234
2,446,256
2,447,207
2,448,0
2,449,241
2,450,146
2,451,278
2,452,237
2,453,176
2,454,173
2,455,296
2,456,5
2,457,86
2,458,195
2,459,93
2,460,55
2,461,149
2,462,152
2,463,98
2,464,31
2,465,45
2,466,73
2,467,175
2,468,279
2,469,80
2,470,217
2,471,22
2,472,285
2,473,240
2,474,51
2,475,96
2,476,12
2,477,147
2,478,209
2,479,193
2,480,222
2,481,3
2,482,229
2,483,61
2,484,120
2,485,202
2,486,73
2,487,295
2,488,123
2,489,72
2,490,94
2,491,281
2,492,165
2,493,68
2,494,277
2,495,182
2,496,3
2,497,146
2,498,293
3,1,17
3,2,178
3,3,266
3,4,142
3,5,234
3,6,81
3,7,28
3,8,208
3,9,222
3,10,101
3,11,68
3,12,120
3,13,191
3,14,249
3,15,190
3,16,157
3,17,138
3,18,29
3,19,88
3,20,246
3,21,17
3,22,267
3,23,95
3,24,179
3,25,77
3,26,26
3,27,115
3,28,9
3,29,204
3,30,75
3,31,4
3,32,18
3,33,204
3,34,160
3,35,52
3,36,178
3,37,7
3,38,287
3,39,123
3,40,222
3,41,76
3,42,58
3,43,60
3,44,79
3,45,62
3,46,67
3,47,34
3,48,299
3,49,7
3,50,249
3,51,300
3,52,4
3,53,284
3,54,239
3,55,83
3,56,132
3,57,4
3,58,162
3,59,63
3,60,161
3,61,214
3,62,162
3,63,56
3,64,280
3,65,251
3,66,139
3,67,87
3,68,264
3,69,60
3,70,294
3,71,6
3,72,16
3,73,155
3,74,204
3,75,180
3,76,113
3,77,42
3,78,186
3,79,203
3,80,186
3,81,116
3,82,269
3,83,187
3,84,259
3,85,280
3,86,87
3,87,201
3,88,263
3,89,117
3,90,11
3,91,79
3,92,25
3,93,67
3,94,238
3,95,286
3,96,208
3,97,234
3,98,108
3,99,268
3,100,134
3,101,156
3,102,232
3,103,253
3,104,195
3,105,31
3,106,7
3,107,68
3,108,173
3,109,268
3,110,205
3,111,242
3,112,58
3,113,140
3,114,48
3,115,175
3,116,218
3,117,63
3,118,74
3,119,214
3,120,197
3,121,240
3,122,71
3,123,214
3,124,237
3,125,165
3,126,46
3,127,158
3,128,185
3,129,120
3,130,193
3,131,122
3,132,181
3,133,35
3,134,3
3,135,212
3,136,51
3,137,155
3,138,25
3,139,285
3,140,65
3,141,195
3,142,87
3,143,120
3,144,166
3,145,194
3,146,130
3,147,37
3,148,95
3,149,104
3,150,196
3,151,167
3,152,58
3,153,214
3,154,218
3,155,25
3,156,11
3,157,115
3,158,291
3,159,232
3,160,242
3,161,197
3,162,284
3,163,197
3,164,42
3,165,146
3,166,64
3,167,138
3,168,168
3,169,11
3,170,260
3,171,94
3,172,1
3,173,262
3,174,269
3,175,126
3,176,63
3,177,143
3,178,114
3,179,68
3,180,294
3,181,12
3,182,27
3,183,74
3,184,136
3,185,183
3,186,90
3,187,122
3,188,264
3,189,11
3,190,145
3,191,149
3,192,279
3,193,228
3,194,140
3,195,202
3,196,281
3,197,265
3,198,201
3,199,72
3,200,12
3,201,240
3,202,35
3,203,169
3,204,233
3,205,227
3,206,165
3,207,249
3,208,291
3,209,66
3,210,81
3,211,126
3,212,122
3,213,239
3,214,22
3,215,268
3,216,119
3,217,116
3,218,44
3,219,8
3,220,176
3,221,219
3,222,168
3,223,16
3,224,27
3,225,51
3,226,118
3,227,74
3,228,133
3,229,20
3,230,202
3,231,178
3,232,299
3,233,285
3,234,134
3,235,82
3,236,234
3,237,239
3,238,180
3,239,204
3,240,158
3,241,114
3,242,53
3,243,261
3,244,50
3,245,103
3,246,107
3,247,173
3,248,159
3,249,69
3,250,243
3,251,28
3,252,253
3,253,41
3,254,22
3,255,157
3,256,18
3,257,179
3,258,228
3,259,224
3,260,94
3,261,76
3,262,88
3,263,180
3,264,192
3,265,2
3,266,82
3,267,266
3,268,231
3,269,283
3,270,242
3,271,57
3,272,288
3,273,284
3,274,28
3,275,14
3,276,50
3,277,110
3,278,240
3,279,198
3,280,46
3,281,183
3,282,295
3,283,110
3,284,218
3,285,5
3,286,33
3,287,100
3,288,43
3,289,243
3,290,195
3,291,271
3,292,110
3,293,239
3,294,181
3,295,109
3,296,136
3,297,298
3,298,18
3,299,222
3,300,97
3,301,291
3,302,76
3,303,244
3,304,239
3,305,217
3,306,215
3,307,250
3,308,159
3,309,111
3,310,127
3,311,192
3,312,265
3,313,226
3,314,90
3,315,215
3,316,138
3,317,145
3,318,193
3,319,131
3,320,9
3,321,250
3,322,98
3,323,88
3,324,91
3,325,17
3,326,57
3,327,182
3,328,140
3,329,119
3,330,152
3,331,243
3,332,272
3,333,136
3,334,66
3,335,133
3,336,122
3,337,19
3,338,108
3,339,296
3,340,223
3,341,274
3,342,46
3,343,147
3,344,226
3,345,260
3,346,298
3,347,266
3,348,191
3,349,73
3,350,61
3,351,17
3,352,59
3,353,81
3,354,118
3,355,227
3,356,96
3,357,92
3,358,262
3,359,210
3,360,233
3,361,126
3,362,283
3,363,45
3,364,82
3,365,17
3,366,64
3,367,64
3,368,192
3,369,288
3,370,19
3,371,247
3,372,274
3,373,243
3,374,256
3,375,141
3,376,5
3,377,125
3,378,152
3,379,294
3,380,300
3,381,251
3,382,101
3,383,126
3,384,145
3,385,244
3,386,232
3,387,224
3,388,55
3,389,30
3,390,281
3,391,253
3,392,264
3,393,31
3,394,74
3,395,190
3,396,156
3,397,69
3,398,199
3,399,230
3,400,292
3,401,297
3,402,39
3,403,22
3,404,257
3,405,237
3,406,134
3,407,150
3,408,134
3,409,17
3,410,108
3,411,247
3,412,231
3,413,173
3,414,6
3,415,209
3,416,187
3,417,228
3,418,161
3,419,108
3,420,88
3,421,224
3,422,113
3,423,88
3,424,200
3,425,195
3,426,27
3,427,72
3,428,177
3,429,236
3,430,33
3,431,289
3,432,253
3,433,25
3,434,243
3,435,126
3,436,70
3,437,242
3,438,179
3,439,251
3,440,10
3,441,154
3,442,235
3,443,244
3,444,21
3,445,298
3,446,156
3,447,195
3,448,204
3,449,281
3,450,263
3,451,114
3,452,300
3,453,2
3,454,222
3,455,104
3,456,243
3,457,220
3,458,126
3,459,158
3,460,8
3,461,130
3,462,64
3,463,97
3,464,34
3,465,122
3,466,46
3,467,149
3,468,210
3,469,77
3,470,203
3,471,147
3,472,126
3,473,252
3,474,172
3,475,223
3,476,210
3,477,212
3,478,195
3,479,145
3,480,292
3,481,132
3,482,47
3,483,57
3,484,97
3,485,208
3,486,178
3,487,103
3,488,109
3,489,171
3,490,212
3,491,220
3,492,276
3,493,64
3,494,233
3,495,105
3,496,180
3,497,278
3,498,113
4,1,170
4,2,161
4,3,149
4,4,266
4,5,73
4,6,37
4,7,252
4,8,192
4,9,291
4,10,48
4,11,58
4,12,164
4,13,30
4,14,100
4,15,195
4,16,139
4,17,124
4,18,177
4,19,141
4,20,214
4,21,124
4,22,214
4,23,3
4,24,114
4,25,129
4,26,181
4,27,255
4,28,56
4,29,107
4,30,214
4,31,34
4,32,162
4,33,74
4,34,157
4,35,106
4,36,283
4,37,9
4,38,46
4,39,5
4,40,288
4,41,239
4,42,28
4,43,244
4,44,218
4,45,4
4,46,43
4,47,181
4,48,58
4,49,28
4,50,200
4,51,24
4,52,127
4,53,86
4,54,258
4,55,264
4,56,42
4,57,236
4,58,33
4,59,194
4,60,282
4,61,13
4,62,226
4,63,89
4,64,120
4,65,68
4,66,47
4,67,271
4,68,286
4,69,280
4,70,156
4,71,36
4,72,27
4,73,135
4,74,197
4,75,91
4,76,116
4,77,95
4,78,233
4,79,77
4,80,31
4,81,262
4,82,69
4,83,15
4,84,177
4,85,189
4,86,29
4,87,230
4,88,210
4,89,146
4,90,29
4,91,202
4,92,228
4,93,203
4,94,131
4,95,86
4,96,81
4,97,28
4,98,64
4,99,264
4,100,31
4,101,98
4,102,133
4,103,106
4,104,61
4,105,26
4,106,110
4,107,279
4,108,245
4,109,235
4,110,146
4,111,237
4,112,25
4,113,150
4,114,114
4,115,157
4,116,117
4,117,277
4,118,50
4,119,260
4,120,10
4,121,36
4,122,59
4,123,180
4,124,38
4,125,284
4,126,135
4,127,22
4,128,72
4,129,292
4,130,60
4,131,10
4,132,287
4,133,269
4,134,206
4,135,241
4,136,193
4,137,75
4,138,101
4,139,203
4,140,161
4,141,51
4,142,16
4,143,66
4,144,197
4,145,101
4,146,224
4,147,289
4,148,272
4,149,229
4,150,39
4,151,245
4,152,109
4,153,189
4,154,240
4,155,251
4,156,100
4,157,65
4,158,216
4,159,268
4,160,219
4,161,110
4,162,205
4,163,155
4,164,8
4,165,92
4,166,130
4,167,77
4,168,101
4,169,299
4,170,288
4,171,15
4,172,75
4,173,159
4,174,172
4,175,216
4,176,254
4,177,280
4,178,119
4,179,109
4,180,82
4,181,125
4,182,60
4,183,133
4,184,55
4,185,53
4,186,279
4,187,220
4,188,299
4,189,20
4,190,136
4,191,95
4,192,255
4,193,21
4,194,164
4,195,84
4,196,78
4,197,300
4,198,85
4,199,298
4,200,97
4,201,87
4,202,61
4,203,84
4,204,177
4,205,79
4,206,52
4,207,103
4,208,65
4,209,214
4,210,148
4,211,80
4,212,19
4,213,70
4,214,222
4,215,104
4,216,276
4,217,210
4,218,2
4,219,49
4,220,266
4,221,221
4,222,148
4,223,83
4,224,20
4,225,39
4,226,191
4,227,247
4,228,199
4,229,182
4,230,163
4,231,59
4,232,268
4,233,77
4,234,246
4,235,133
4,236,219
4,237,178
4,238,111
4,239,187
4,240,52
4,241,61
4,242,175
4,243,128
4,244,88
4,245,189
4,246,37
4,247,49
4,248,15
4,249,183
4,250,243
4,251,274
4,252,3
4,253,103
4,254,291
4,255,115
4,256,283
4,257,75
4,258,278
4,259,130
4,260,36
4,261,205
4,262,120
4,263,286
4,264,168
4,265,290
4,266,112
4,267,290
4,268,173
4,269,112
4,270,107
4,271,56
4,272,92
4,273,48
4,274,84
4,275,170
4,276,238
4,277,160
4,278,131
4,279,42
4,280,83
4,281,114
4,282,296
4,283,113
4,284,196
4,285,64
4,286,161
4,287,201
4,288,87
4,289,91
4,290,176
4,291,280
4,292,136
4,293,299
4,294,152
4,295,125
4,296,105
4,297,136
4,298,276
4,299,168
4,300,250
4,301,124
4,302,156
4,303,229
4,304,253
4,305,90
4,306,180
4,307,20
4,308,115
4,309,272
4,310,201
4,311,258
4,312,182
4,313,22
4,314,2
4,315,73
4,316,171
4,317,82
4,318,182
4,319,112
4,320,149
4,321,186
4,322,299
4,323,69
4,324,261
4,325,98
4,326,270
4,327,117
4,328,288
4,329,147
4,330,161
4,331,261
4,332,68
4,333,183
4,334,95
4,335,277
4,336,170
4,337,19
4,338,176
4,339,184
4,340,150
4,341,236
4,342,62
4,343,210
4,344,265
4,345,33
4,346,28
4,347,148
4,348,207
4,349,288
4,350,197
4,351,166
4,352,71
4,353,97
4,354,240
4,355,59
4,356,286
4,357,278
4,358,14
4,359,151
4,360,40
4,361,72
4,362,218
4,363,135
4,364,255
4,365,295
4,366,129
4,367,276
4,368,227
4,369,263
4,370,178
4,371,90
4,372,5
4,373,263
4,374,143
4,375,7
4,376,130
4,377,267
4,378,242
4,379,297
4,380,111
4,381,201
4,382,236
4,383,208
4,384,76
4,385,159
4,386,271
4,387,106
4,388,288
4,389,45
4,390,187
4,391,75
4,392,81
4,393,85
4,394,292
4,395,295
4,396,4
4,397,0
4,398,163
4,399,264
4,400,9
4,401,260
4,402,101
4,403,124
4,404,194
4,405,250
4,406,145
4,407,141
4,408,188
4,409,91
4,410,27
4,411,225
4,412,53
4,413,237
4,414,227
4,415,220
4,416,2
4,417,258
4,418,8
4,419,126
4,420,109
4,421,208
4,422,284
4,423,292
4,424,42
4,425,1
4,426,53
4,427,181
4,428,101
4,429,150
4,430,253
4,431,226
4,432,133
4,433,158
4,434,195
4,435,267
4,436,236
4,437,295
4,438,295
4,439,184
4,440,120
4,441,122
4,442,241
4,443,34
4,444,200
4,445,152
4,446,191
4,447,91
4,448,89
4,449,103
4,450,148
4,451,103
4,452,185
4,453,125
4,454,271
4,455,77
4,456,23
4,457,172
4,458,123
4,459,2
4,460,118
4,461,92
4,462,127
4,463,70
4,464,8
4,465,89
4,466,266
4,467,49
4,468,13
4,469,263
4,470,153
4,471,161
4,472,95
4,473,19
4,474,88
4,475,150
4,476,171
4,477,7
4,478,125
4,479,217
4,480,186
4,481,30
4,482,239
4,483,177
4,484,201
4,485,36
4,486,271
4,487,81
4,488,259
4,489,55
4,490,85
4,491,227
4,492,96
4,493,73
4,494,115
4,495,219
4,496,274
4,497,267
4,498,252
5,1,1
5,2,214
5,3,210
5,4,267
5,5,297
5,6,140
5,7,127
5,8,238
5,9,83
5,10,160
5,11,74
5,12,130
5,13,202
5,14,167
5,15,206
5,16,225
5,17,19
5,18,248
5,19,28
5,20,52
5,21,185
5,22,200
5,23,87
5,24,94
5,25,239
5,26,233
5,27,94
5,28,3
5,29,203
5,30,3
5,31,247
5,32,26
5,33,141
5,34,138
5,35,24
5,36,227
5,37,277
5,38,243
5,39,182
5,40,91
5,41,22
5,42,178
5,43,278
5,44,189
5,45,121
5,46,23
5,47,32
5,48,287
5,49,10
5,50,8
5,51,202
5,52,22
5,53,299
5,54,286
5,55,221
5,56,97
5,57,11
5,58,166
5,59,184
5,60,27
5,61,63
5,62,261
5,63,72
5,64,167
5,65,199
5,66,116
5,67,122
5,68,128
5,69,114
5,70,18
5,71,183
5,72,219
5,73,65
5,74,268
5,75,86
5,76,13
5,77,239
5,78,78
5,79,215
5,80,277
5,81,58
5,82,239
5,83,286
5,84,121
5,85,279
5,86,12
5,87,207
5,88,207
5,89,6
5,90,208
5,91,89
5,92,169
5,93,188
5,94,276
5,95,17
5,96,298
5,97,135
5,98,267
5,99,189
5,100,161
5,101,130
5,102,209
5,103,190
5,104,146
5,105,263
5,106,36
5,107,228
5,108,262
5,109,296
5,110,282
5,111,104
5,112,156
5,113,181
5,114,208
5,115,294
5,116,92
5,117,58
5,118,293
5,119,216
5,120,169
5,121,82
5,122,257
5,123,67
5,124,70
5,125,94
5,126,6
5,127,78
5,128,90
5,129,220
5,130,78
5,131,33
5,132,87
5,133,192
5,134,97
5,135,90
5,136,143
5,137,225
5,138,133
5,139,30
5,140,181
5,141,286
5,142,188
5,143,80
5,144,64
5,145,134
5,146,131
5,147,75
5,148,260
5,149,35
5,150,68
5,151,275
5,152,222
5,153,94
5,154,251
5,155,193
5,156,158
5,157,35
5,158,153
5,159,203
5,160,79
5,161,249
5,162,197
5,163,172
5,164,109
5,165,151
5,166,103
5,167,57
5,168,244
5,169,231
5,170,259
5,171,264
5,172,219
5,173,116
5,174,208
5,175,274
5,176,298
5,177,145
5,178,161
5,179,45
5,180,184
5,181,48
5,182,170
5,183,153
5,184,99
5,185,118
5,186,259
5,187,129
5,188,63
5,189,257
5,190,282
5,191,175
5,192,115
5,193,252
5,194,55
5,195,169
5,196,245
5,197,192
5,198,251
5,199,3
5,200,300
5,201,134
5,202,44
5,203,9
5,204,54
5,205,159
5,206,131
5,207,138
5,208,18
5,209,196
5,210,208
5,211,164
5,212,257
5,213,20
5,214,247
5,215,230
5,216,205
5,217,283
5,218,177
5,219,123
5,220,143
5,221,76
5,222,140
5,223,148
5,224,101
5,225,148
5,226,210
5,227,110
5,228,207
5,229,80
5,230,15
5,231,205
5,232,96
5,233,164
5,234,27
5,235,255
5,236,166
5,237,60
5,238,176
5,239,84
5,240,240
5,241,68
5,242,279
5,243,299
5,244,102
5,245,269
5,246,79
5,247,87
5,248,229
5,249,128
5,250,278
5,251,47
5,252,83
5,253,109
5,254,46
5,255,261
5,256,177
5,257,105
5,258,165
5,259,71
5,260,200
5,261,266
5,262,271
5,263,145
5,264,83
5,265,283
5,266,38
5,267,52
5,268,183
5,269,291
5,270,180
5,271,164
5,272,32
5,273,202
5,274,111
5,275,25
5,276,236
5,277,151
5,278,226
5,279,149
5,280,122
5,281,75
5,282,68
5,283,253
5,284,93
5,285,149
5,286,217
5,287,261
5,288,260
5,289,150
5,290,202
5,291,50
5,292,278
5,293,15
5,294,241
5,295,85
5,296,155
5,297,93
5,298,217
5,299,74
5,300,39
5,301,202
5,302,283
5,303,110
5,304,268
5,305,186
5,306,292
5,307,177
5,308,223
5,309,294
5,310,121
5,311,27
5,312,51
5,313,45
5,314,98
5,315,25
5,316,123
5,317,185
5,318,84
5,319,197
5,320,176
5,321,3
5,322,104
5,323,176
5,324,103
5,325,187
5,326,15
5,327,259
5,328,237
5,329,235
5,330,192
5,331,120
5,332,82
5,333,142
5,334,171
5,335,227
5,336,163
5,337,226
